label,total_entities,unique_entities,diversity_ratio,entity	
ai,7,7,1.0,جابر	
ai,5,4,0.8,الخولي	
ai,5,4,0.8,يمنى	
ai,19,15,0.7895,وحنان	
ai,19,15,0.7895,وماهر	
ai,19,15,0.7895,ولخضر	
ai,4,3,0.75,رينيه	
ai,12,8,0.6667,البنجاب	
ai,10,7,0.7,وثرية	
ai,10,7,0.7,كالصور	
ai,6,5,0.8333,الفسطاط	
ai,6,5,0.8333,للأقباط	
ai,7,5,0.7143,الأقباط	
ai,8,7,0.875,الرفاعي	
ai,14,10,0.7143,جمادي	
ai,14,10,0.7143,بالقاهرة	
ai,7,3,0.4286,البويرة	
ai,7,5,0.7143,والمناخ	
ai,10,8,0.8,وأئمة	
ai,14,10,0.7143,بالشرق	
ai,7,5,0.7143,الطبري	
ai,19,11,0.5789,بالأندلس	
ai,7,7,1.0,أغسطس	
ai,11,9,0.8182,والجهاد	
ai,14,7,0.5,هاني	
ai,15,13,0.8667,بالقبائل	
ai,15,13,0.8667,وخليفة	
ai,15,13,0.8667,عطية	
ai,15,13,0.8667,آغا	
ai,25,17,0.68,وآغا	
ai,25,17,0.68,وشرقاً	
ai,25,17,0.68,وجدة	
ai,25,17,0.68,شرق	
ai,13,12,0.9231,وديان	
ai,10,8,0.8,أمامًا	
ai,8,7,0.875,الصباغ	
ai,17,11,0.6471,انتفاضة	
ai,17,11,0.6471,المولى	
ai,17,11,0.6471,للانتفاضة	
ai,17,15,0.8824,الانتفاضة	
ai,30,14,0.4667,لباي	
ai,12,6,0.5,والخليج	
ai,9,8,0.8889,العقبة	
ai,4,4,1.0,سعود	
ai,4,4,1.0,سعادة	
ai,9,6,0.6667,مليلة	
ai,12,7,0.5833,الكرم	
ai,12,7,0.5833,سام	
ai,12,8,0.6667,المورد	
ai,2,1,0.5,عدن	
ai,9,7,0.7778,كالكرم	
ai,9,7,0.7778,للكرم	
ai,11,6,0.5455,برضا	
ai,6,5,0.8333,إندونيسيا	
ai,8,8,1.0,كقناة	
ai,8,6,0.75,الشرقاوي	
ai,7,6,0.8571,غالي	
ai,4,4,1.0,فيكتور	
ai,6,5,0.8333,يونس	
ai,6,5,0.8333,ومتىّ	
ai,12,10,0.8333,للمجلة	
ai,7,5,0.7143,بيك	
ai,14,10,0.7143,مختار	
ai,14,10,0.7143,والأردن	
ai,13,9,0.6923,لآدم	
ai,13,9,0.6923,ودافيد	
ai,8,6,0.75,وماليزيا	
ai,7,4,0.5714,بجبل	
ai,8,4,0.5,أوسلو	
ai,7,3,0.4286,الصادق	
ai,9,4,0.4444,وأرامكو	
ai,5,3,0.6,فيبر	
ai,5,3,0.6,ماكس	
ai,14,12,0.8571,وقطر	
ai,14,12,0.8571,والبحرين	
ai,14,12,0.8571,والكويت	
ai,11,6,0.5455,لفيبر	
ai,9,6,0.6667,بالذهب	
ai,6,5,0.8333,المبارك	
ai,6,5,0.8333,الفطر	
ai,8,7,0.875,حديثية	
ai,3,3,1.0,لإدوارد	
ai,2,2,1.0,داو	
ai,2,2,1.0,جونز	
ai,6,5,0.8333,آند	
ai,7,4,0.5714,والإحسان	
ai,5,4,0.8,إريكسون	
ai,7,5,0.7143,اريكسون	
ai,8,8,1.0,فرايزر	
ai,8,8,1.0,ونانسي	
ai,5,5,1.0,وتشارلز	
ai,11,5,0.4545,البواقي	
ai,13,10,0.7692,بنانسي	
ai,13,10,0.7692,بتشارلز	
ai,10,5,0.5,رياضة	
ai,6,4,0.6667,للفريق	
ai,5,4,0.8,مشرف	
ai,9,6,0.6667,والحمل	
ai,2,2,1.0,يوغسلافيا	
ai,2,2,1.0,يوغوسلافيا	
ai,2,2,1.0,ورواندا	
ai,8,7,0.875,تركها	
ai,15,12,0.8,جميل	
ai,15,12,0.8,بأحد	
ai,10,4,0.4,والرضوان	
ai,9,5,0.5556,لبورج	
ai,2,2,1.0,برأس	
ai,11,9,0.8182,مسري	
ai,11,9,0.8182,سىىول	
ai,11,9,0.8182,سمير	
ai,5,2,0.4,ورقية	
ai,7,4,0.5714,والشباب	
ai,12,8,0.6667,بأيدي	
ai,10,6,0.6,كالأردن	
ai,14,10,0.7143,وجلال	
ai,5,4,0.8,الراجح	
ai,8,5,0.625,الرَّاجح	
ai,4,3,0.75,وبيّن	
ai,7,6,0.8571,مورد	
ai,8,6,0.75,بالحديث	
ai,8,7,0.875,بالجهاد	
ai,8,4,0.5,حديثًا	
ai,10,6,0.6,وألبان	
ai,8,5,0.625,والصين	
ai,3,3,1.0,فيصل	
ai,23,12,0.5217,وبولندا	
ai,5,5,1.0,لكارل	
ai,5,5,1.0,أوتو	
ai,15,10,0.6667,والروحاني	
ai,15,10,0.6667,الخالق	
ai,7,4,0.5714,كجوهر	
ai,11,8,0.7273,والمتصوف	
ai,14,8,0.5714,بالسعادة	
ai,10,7,0.7,باندورا	
ai,10,7,0.7,كإيمان	
ai,8,8,1.0,وكانا	
ai,9,5,0.5556,العلاقي	
ai,8,6,0.75,وديسمبر	
ai,6,6,1.0,منصوري	
ai,5,5,1.0,كدافع	
ai,7,5,0.7143,وشريعة	
ai,6,4,0.6667,والزينة	
ai,6,4,0.6667,والمتصوفين	
ai,14,9,0.6429,الآية	
ai,14,9,0.6429,الكريمة	
ai,13,6,0.4615,بتركيا	
ai,2,2,1.0,واثنين	
ai,6,6,1.0,ويقظة	
ai,8,6,0.75,لكوستا	
ai,8,6,0.75,والطيبة	
ai,6,4,0.6667,مزارع	
ai,5,5,1.0,جراهام	
ai,12,6,0.5,لغراهام	
ai,8,8,1.0,وشباب	
ai,8,8,1.0,اتحاد	
ai,6,6,1.0,بندًا	
ai,11,9,0.8182,براون	
ai,9,7,0.7778,بنداً	
ai,13,12,0.9231,أكرم	
ai,13,12,0.9231,فوزي	
ai,13,12,0.9231,الزعبي	
ai,12,8,0.6667,إربد	
ai,10,5,0.5,والمورد	
ai,9,5,0.5556,الرحيم	
ai,3,3,1.0,لحم	
ai,6,4,0.6667,إيتا	
ai,15,9,0.6,بندا	
ai,13,8,0.6154,أمال	
ai,7,6,0.8571,بالعمل	
ai,12,5,0.4167,بالوطن	
ai,7,5,0.7143,دانيال	
ai,9,5,0.5556,دانييل	
ai,6,5,0.8333,البكالوريوس	
ai,6,4,0.6667,بالشلف	
ai,8,7,0.875,لزينب	
ai,12,6,0.5,هناء	
ai,12,7,0.5833,لعماد	
ai,9,7,0.7778,وبحق	
ai,16,8,0.5,بالدافع	
ai,16,8,0.5,والدافع	
ai,15,11,0.7333,والزهرة	
ai,18,9,0.5,لسلوى	
ai,16,7,0.4375,سلوى	
ai,4,4,1.0,وخولة	
ai,5,5,1.0,بالشرف	
ai,1,1,1.0,بالعمران	
ai,12,11,0.9167,لفاروق	
ai,12,11,0.9167,وممدوح	
ai,9,8,0.8889,فاروق	
ai,9,8,0.8889,عبدالسلام	
ai,5,4,0.8,حمدي	
ai,6,4,0.6667,وماركس	
ai,7,5,0.7143,للتنصير	
ai,6,6,1.0,بالمورد	
ai,8,4,0.5,الشارقة	
ai,7,6,0.8571,لآيات	
ai,9,5,0.5556,للويب	
ai,14,7,0.5,ومحيطهن	
ai,14,7,0.5,أضحى	
ai,7,5,0.7143,كالقرآن	
ai,6,4,0.6667,كريمة	
ai,7,6,0.8571,لحكم	
ai,3,3,1.0,أنس	
ai,1,1,1.0,فظاءات	
ai,7,7,1.0,جولي	
ai,7,7,1.0,ومارتين	
ai,7,7,1.0,وجاك	
ai,2,2,1.0,بورتو	
ai,17,12,0.7059,وُلِد	
ai,11,8,0.7273,العفيف	
ai,6,4,0.6667,بيو	
ai,7,6,0.8571,روبرت	
ai,7,7,1.0,الناتو	
ai,7,6,0.8571,بسلام	
ai,7,7,1.0,وإماماً	
ai,10,9,0.9,قرباناً	
ai,6,6,1.0,للشورى	
ai,4,4,1.0,والخبر	
ai,4,4,1.0,الفرح	
ai,6,5,0.8333,وزيدان	
ai,7,4,0.5714,والفرس	
ai,10,5,0.5,وركن	
ai,3,3,1.0,ثالثاً	
ai,14,10,0.7143,والغزل	
ai,12,9,0.75,للبعث	
ai,6,6,1.0,وبيت	
ai,12,8,0.6667,بمشهد	
ai,4,3,0.75,وميشال	
ai,4,3,0.75,وأنطونيو	
ai,4,4,1.0,أنطونيو	
ai,3,3,1.0,شارل	
ai,10,7,0.7,وكيان	
ai,10,7,0.7,وإيمانويل	
ai,4,4,1.0,جبار	
ai,9,8,0.8889,لعقاب	
ai,13,10,0.7692,ومسيرة	
ai,9,5,0.5556,أوتار	
ai,6,4,0.6667,فيليب	
ai,6,5,0.8333,وميلان	
ai,3,3,1.0,المجازي	
ai,6,2,0.3333,والبديع	
ai,22,14,0.6364,شرقًا	
ai,8,5,0.625,إمام	
ai,6,6,1.0,ومصطفى	
ai,6,6,1.0,ربيعي	
ai,10,7,0.7,لابراهيم	
ai,8,6,0.75,يوري	
ai,4,3,0.75,مقدس	
ai,13,7,0.5385,حميدي	
ai,13,7,0.5385,وشريف	
ai,28,19,0.6786,للصالح	
ai,28,18,0.6429,الأهلي	
ai,27,19,0.7037,للوجدان	
ai,6,4,0.6667,رياض	
ai,6,6,1.0,رحيم	
ai,8,4,0.5,اليأس	
ai,5,4,0.8,بصبغة	
ai,9,6,0.6667,دو	
ai,4,4,1.0,وأدوارد	
ai,4,4,1.0,بميشال	
ai,10,6,0.6,والوجدان	
ai,10,9,0.9,جونسون	
ai,10,9,0.9,ومارك	
ai,10,9,0.9,جورج	
ai,6,6,1.0,كبن	
ai,16,8,0.5,للجبل	
ai,8,6,0.75,لزهير	
ai,6,4,0.6667,ولايتين	
ai,7,3,0.4286,هيلاري	
ai,15,9,0.6,والعدوان	
ai,3,3,1.0,لعلي	
ai,9,7,0.7778,مقدّس	
ai,8,4,0.5,وكمّي	
ai,12,10,0.8333,طلحة	
ai,17,11,0.6471,مقرئ	
ai,7,7,1.0,للبِنَاء	
ai,7,5,0.7143,السعد	
ai,4,3,0.75,ليو	
ai,7,6,0.8571,آياته	
ai,5,4,0.8,لرونالد	
ai,5,4,0.8,حمام	
ai,4,2,0.5,لأدونيس	
ai,9,6,0.6667,مطروح	
ai,9,5,0.5556,الفاطمي	
ai,8,7,0.875,عوض	
ai,6,4,0.6667,إيمان	
ai,8,4,0.5,همزة	
ai,4,4,1.0,الترسانة	
ai,7,5,0.7143,جدية	
ai,7,5,0.7143,فولر	
ai,8,5,0.625,كليا	
ai,9,7,0.7778,ككندا	
ai,6,4,0.6667,ومايك	
ai,12,7,0.5833,وعادل	
ai,12,7,0.5833,لقناة	
ai,5,4,0.8,وكيل	
ai,5,4,0.8,الولايـات	
ai,11,9,0.8182,المقاولون	
ai,10,6,0.6,المعين	
ai,11,9,0.8182,لنزار	
ai,11,9,0.8182,نزار	
ai,6,5,0.8333,جنيف	
ai,13,9,0.6923,جراح	
ai,4,4,1.0,الفلاش	
ai,10,9,0.9,والمدينة	
ai,4,3,0.75,لاهاي	
ai,4,3,0.75,ستراسبورغ	
ai,9,7,0.7778,وستراسبورغ	
ai,5,3,0.6,الجدير	
ai,11,5,0.4545,والفريدة	
ai,8,7,0.875,شريعة	
ai,2,2,1.0,والحرمان	
ai,7,5,0.7143,الجوهر	
ai,10,5,0.5,وجوبا	
ai,4,3,0.75,وأب	
ai,2,2,1.0,بمستغانم	
ai,21,9,0.4286,والأمراء	
ai,7,6,0.8571,والحجاز	
ai,21,16,0.7619,وإندونيسيا	
ai,11,8,0.7273,للمسجد	
ai,19,13,0.6842,كتونس	
ai,7,6,0.8571,لمسجد	
ai,4,4,1.0,قبطي	
ai,10,5,0.5,بسوريا	
ai,5,4,0.8,كعين	
ai,7,3,0.4286,لثورة	
ai,13,5,0.3846,لقاعدة	
ai,12,7,0.5833,لسعيد	
ai,6,3,0.5,الأوروغواي	
ai,4,2,0.5,خميس	
ai,17,9,0.5294,السوفيت	
ai,6,5,0.8333,وربيع	
ai,6,5,0.8333,لناصر	
ai,19,14,0.7368,عياش	
ai,19,14,0.7368,وعلاء	
ai,11,6,0.5455,مضرة	
ai,13,8,0.6154,كبناء	
ai,13,8,0.6154,لبدوي	
ai,10,4,0.4,للأفارقة	
ai,9,6,0.6667,ليبرمان	
ai,7,5,0.7143,لأقصى	
ai,6,6,1.0,مباركي	
ai,12,7,0.5833,اليورو	
ai,13,10,0.7692,وبريطانيا	
ai,13,10,0.7692,الصين	
ai,13,10,0.7692,واليابان	
ai,11,9,0.8182,عويس	
ai,8,4,0.5,الرياض	
ai,7,3,0.4286,دايتون	
ai,6,5,0.8333,كايلي	
ai,6,5,0.8333,ريمة	
ai,5,3,0.6,واليقظة	
ai,9,5,0.5556,بومرداس	
ai,4,3,0.75,ثامر	
ai,6,5,0.8333,الحفيظ	
ai,8,4,0.5,إيران	
ai,7,5,0.7143,حفيظ	
ai,11,6,0.5455,لمبارك	
ai,5,4,0.8,كالولايات	
ai,6,4,0.6667,كرامتهم	
ai,9,5,0.5556,سيف	
ai,11,5,0.4545,الأنترنت	
ai,7,4,0.5714,الـ	
ai,4,2,0.5,مقاولون	
ai,3,3,1.0,أنصارها	
ai,7,3,0.4286,بنيل	
ai,5,3,0.6,ودائم	
ai,1,1,1.0,كرباط	
ai,7,3,0.4286,ومجرى	
ai,6,3,0.5,تركيا	
ai,3,3,1.0,لتركيا	
ai,2,2,1.0,محسّن	
ai,6,3,0.5,فينا	
ai,11,8,0.7273,وانتصار	
ai,9,6,0.6667,بجوهر	
ai,9,5,0.5556,بأسماء	
ai,15,13,0.8667,باراك	
ai,13,12,0.9231,بوتفليقة	
ai,10,5,0.5,للعراق	
ai,10,5,0.5,صدام	
ai,5,3,0.6,وإقبال	
ai,5,4,0.8,والمراد	
ai,5,3,0.6,سفيان	
ai,7,6,0.8571,البحرين	
ai,6,4,0.6667,الفراش	
ai,5,4,0.8,فراش	
ai,9,5,0.5556,الميلاد	
ai,6,6,1.0,وسوريا	
ai,6,6,1.0,وطوكيو	
ai,8,6,0.75,كالعراق	
ai,10,8,0.8,للكرامة	
ai,6,4,0.6667,بيّن	
ai,4,4,1.0,تدمر	
ai,7,4,0.5714,ولايتها	
ai,8,6,0.75,لصور	
ai,7,4,0.5714,وواسع	
ai,4,4,1.0,لجوهر	
ai,4,4,1.0,ونقاش	
ai,7,4,0.5714,لروسيا	
ai,8,4,0.5,مشهد	
ai,1,1,1.0,روسيا	
ai,11,7,0.6364,أوراسيا	
ai,13,5,0.3846,للوزير	
ai,14,9,0.6429,الصباح	
ai,1,1,1.0,يقظة	
ai,6,5,0.8333,اللطيف	
ai,7,4,0.5714,الزيات	
ai,15,8,0.5333,البعث	
ai,7,4,0.5714,وسعيد	
ai,8,6,0.75,شعيب	
ai,5,5,1.0,الحداد	
ai,16,6,0.375,الإغريق	
ai,7,5,0.7143,والهنود	
ai,7,5,0.7143,والرومان	
ai,5,4,0.8,للأمل	
ai,12,10,0.8333,الرفيق	
ai,6,5,0.8333,البقاع	
ai,3,3,1.0,منى	
ai,6,5,0.8333,للغزل	
ai,7,5,0.7143,أوستن	
ai,7,6,0.8571,المتنبي	
ai,4,4,1.0,لحقّ	
ai,4,4,1.0,حقّ	
ai,4,4,1.0,بصري	
ai,10,5,0.5,للثاني	
ai,4,4,1.0,برلين	
ai,10,4,0.4,وسلطان	
ai,11,9,0.8182,رودس	
ai,11,9,0.8182,وديفيد	
ai,11,9,0.8182,سيسيل	
ai,11,8,0.7273,ببريطانيا	
ai,9,7,0.7778,وساحل	
ai,9,7,0.7778,أوغندا	
ai,8,7,0.875,وكينيا	
ai,8,7,0.875,روديسيا	
ai,8,7,0.875,بلفور	
ai,8,7,0.875,والبروتستانت	
ai,10,7,0.7,وأفريقيا	
ai,13,9,0.6923,وشرقًا	
ai,5,4,0.8,رواندا	
ai,8,8,1.0,لرواندا	
ai,10,8,0.8,ثورتها	
ai,20,12,0.6,للسودان	
ai,18,9,0.5,الكومنولث	
ai,18,9,0.5,السويس	
ai,5,5,1.0,القذافي	
ai,10,5,0.5,والأفارقة	
ai,13,9,0.6923,يعبد	
ai,13,9,0.6923,وجوهر	
ai,10,4,0.4,بروسيا	
ai,9,5,0.5556,ورأى	
ai,1,1,1.0,احدى	
ai,17,14,0.8235,أنصاره	
ai,17,14,0.8235,الحبشة	
ai,9,7,0.7778,ترسانتها	
ai,12,7,0.5833,مولد	
ai,7,6,0.8571,وجميل	
ai,5,5,1.0,الشيبة	
ai,24,16,0.6667,الخياط	
ai,24,16,0.6667,العاصي	
ai,24,16,0.6667,لي	
ai,24,16,0.6667,الشيبه	
ai,24,16,0.6667,والشيبه	
ai,24,16,0.6667,ولسيف	
ai,9,7,0.7778,فطرهم	
ai,19,11,0.5789,عراقة	
ai,19,11,0.5789,بُعث	
ai,19,11,0.5789,اليهوديّة	
ai,10,9,0.9,بقبائل	
ai,7,6,0.8571,الصهاينة	
ai,32,15,0.4688,والسلطان	
ai,32,15,0.4688,والوفد	
ai,12,7,0.5833,المشرف	
ai,12,9,0.75,إسباني	
ai,12,9,0.75,بالحمل	
ai,8,7,0.875,لشيخ	
ai,11,10,0.9091,وكفاح	
ai,18,8,0.4444,لأبو	
ai,19,16,0.8421,إسطنبول	
ai,9,7,0.7778,لمصطفى	
ai,8,5,0.625,وأديب	
ai,11,7,0.6364,بجمال	
ai,30,16,0.5333,البوليساريو	
ai,30,16,0.5333,الحمراء	
ai,3,3,1.0,بالسودان	
ai,8,5,0.625,للتوراة	
ai,8,6,0.75,مجازي	
ai,4,3,0.75,وحرمان	
ai,9,6,0.6667,واليهودية	
ai,32,10,0.3125,الهادي	
ai,8,6,0.75,والإخاء	
ai,8,6,0.75,للفاروقي	
ai,8,5,0.625,الفاروقي	
ai,3,3,1.0,والمشهد	
ai,3,3,1.0,المشتري	
ai,2,2,1.0,باباً	
ai,4,4,1.0,أية	
ai,8,6,0.75,كفرنسا	
ai,5,5,1.0,وسند	
ai,4,2,0.5,كسند	
ai,7,5,0.7143,سنداً	
ai,7,7,1.0,حملها	
ai,9,4,0.4444,ومحيطه	
ai,4,3,0.75,لترك	
ai,6,3,0.5,الزينة	
ai,8,8,1.0,بعنابة	
ai,9,5,0.5556,سعادتهن	
ai,5,5,1.0,والمزارع	
ai,4,3,0.75,كليًا	
ai,13,9,0.6923,وإسبانيا	
ai,8,2,0.25,للإمارات	
ai,9,6,0.6667,علاقي	
ai,13,6,0.4615,آلين	
ai,13,6,0.4615,فرنسيس	
ai,3,2,0.6667,بحي	
ai,6,5,0.8333,بظاهر	
ai,2,2,1.0,وظاهر	
ai,7,5,0.7143,كأم	
ai,3,3,1.0,كرامتها	
ai,7,6,0.8571,الرّاجح	
ai,12,8,0.6667,سيدا	
ai,5,5,1.0,والجدي	
ai,6,4,0.6667,الخطيب	
ai,10,6,0.6,للشرف	
ai,11,9,0.8182,وبلجيكا	
ai,11,9,0.8182,وكندا	
ai,8,6,0.75,يونيو	
ai,9,5,0.5556,لأحاديث	
ai,12,6,0.5,للأحاديث	
ai,6,4,0.6667,والوِلايات	
ai,7,4,0.5714,للرقيب	
ai,6,5,0.8333,لأسلمة	
ai,5,5,1.0,أسلمة	
ai,1,1,1.0,المـــــــــــــــــالي	
ai,7,4,0.5714,لبشرة	
ai,12,7,0.5833,ديناً	
ai,5,5,1.0,محلة	
ai,9,6,0.6667,الْحَدِيثِ	
ai,13,10,0.7692,حمود	
ai,3,3,1.0,للجزيرة	
ai,12,9,0.75,العذراء	
ai,8,5,0.625,كمدينة	
ai,11,5,0.4545,والمصري	
ai,9,5,0.5556,ماهر	
ai,14,8,0.5714,أكتوبر	
ai,12,6,0.5,بالأمير	
ai,9,4,0.4444,لوحده	
ai,9,6,0.6667,كريمةً	
ai,9,6,0.6667,وكرامته	
ai,3,2,0.6667,بابًا	
ai,5,4,0.8,أستراليا	
ai,5,4,0.8,هنود	
ai,6,3,0.5,للحاكم	
ai,7,5,0.7143,أُسِدِّ	
ai,8,5,0.625,والمرابطين	
ai,9,8,0.8889,وعاشور	
ai,2,2,1.0,شاكر	
ai,3,3,1.0,أينشتاين	
ai,3,3,1.0,لماكس	
ai,5,5,1.0,نيوتن	
ai,5,5,1.0,لآينشتاين	
ai,9,7,0.7778,الن	
ai,9,7,0.7778,احد	
ai,11,6,0.5455,كوّنت	
ai,8,3,0.375,بسام	
ai,3,3,1.0,طه	
ai,13,11,0.8462,المُراد	
ai,13,11,0.8462,طـه	
ai,9,6,0.6667,الرّكن	
ai,12,9,0.75,واليهود	
ai,8,4,0.5,شداد	
ai,8,4,0.5,عنترة	
ai,8,6,0.75,بثورته	
ai,14,12,0.8571,بالمولد	
ai,6,6,1.0,للمولد	
ai,22,18,0.8182,المولد	
ai,15,11,0.7333,الجناب	
ai,15,11,0.7333,سبته	
ai,6,4,0.6667,وجمل	
ai,7,6,0.8571,البديع	
ai,8,5,0.625,والملك	
ai,7,7,1.0,لسليمان	
ai,23,10,0.4348,رستم	
ai,23,10,0.4348,الأميران	
ai,3,3,1.0,وأدونيس	
ai,13,9,0.6923,وعمر	
ai,13,9,0.6923,لعمر	
ai,9,5,0.5556,كارلو	
ai,11,6,0.5455,ملا	
ai,6,5,0.8333,الضفة	
ai,11,10,0.9091,لأرسطو	
ai,9,5,0.5556,فطري	
ai,4,4,1.0,للبديع	
ai,7,6,0.8571,زينة	
ai,8,5,0.625,رفيق	
ai,9,8,0.8889,للصديق	
ai,7,5,0.7143,ابتسام	
ai,5,3,0.6,لحميد	
ai,8,7,0.875,السور	
ai,9,6,0.6667,السادة	
ai,4,4,1.0,بالحاج	
ai,5,5,1.0,والقاهرة	
ai,6,5,0.8333,أوت	
ai,12,11,0.9167,مجرى	
ai,12,11,0.9167,بيوم	
ai,14,12,0.8571,والانتفاضات	
ai,3,3,1.0,للخنساء	
ai,5,5,1.0,الفيتوري	
ai,9,5,0.5556,لسورتي	
ai,17,14,0.8235,ومكناس	
ai,17,14,0.8235,والقيروان	
ai,15,11,0.7333,بفاس	
ai,9,7,0.7778,بقرطبة	
ai,17,10,0.5882,الآحاد	
ai,23,13,0.5652,وفريد	
ai,4,3,0.75,وسليم	
ai,10,8,0.8,للحاج	
ai,4,3,0.75,متصوفين	
ai,7,5,0.7143,متصوفة	
ai,14,11,0.7857,للبشيـر	
ai,10,6,0.6,البندقية	
ai,10,6,0.6,بسورة	
ai,6,5,0.8333,والملايو	
ai,6,5,0.8333,الديب	
ai,7,4,0.5714,ومقتدر	
ai,4,4,1.0,النعيمي	
ai,10,6,0.6,وسكوت	
ai,19,15,0.7895,أتراك	
ai,19,15,0.7895,ولده	
ai,2,2,1.0,تأمر	
ai,28,18,0.6429,سرت	
ai,11,4,0.3636,السالم	
ai,7,4,0.5714,والحنفي	
ai,12,9,0.75,أسامة	
ai,10,8,0.8,لأسامة	
ai,10,8,0.8,بابل	
ai,14,10,0.7143,كاليونان	
ai,3,3,1.0,والمحرم	
ai,3,2,0.6667,المحرم	
ai,6,3,0.5,والمدني	
ai,5,4,0.8,بالآية	
ai,11,8,0.7273,سور	
ai,11,8,0.7273,العظمة	
ai,11,8,0.7273,ولبيان	
ai,4,3,0.75,والجدة	
ai,2,2,1.0,الخنساء	
ai,2,2,1.0,روبين	
ai,5,5,1.0,روبن	
ai,7,4,0.5714,عدنان	
ai,13,6,0.4615,والشمس	
ai,8,6,0.75,وتميم	
ai,13,8,0.6154,رقية	
ai,13,8,0.6154,أصفهان	
ai,8,5,0.625,وأمل	
ai,13,7,0.5385,وهانز	
ai,13,7,0.5385,روبير	
ai,8,8,1.0,يوجين	
ai,9,7,0.7778,لآسيا	
ai,8,6,0.75,فاضل	
ai,9,8,0.8889,الثّعالبي	
ai,5,3,0.6,منصور	
ai,6,4,0.6667,لفاطمة	
ai,7,6,0.8571,وجورجي	
ai,7,6,0.8571,البستاني	
ai,9,7,0.7778,زيدان	
ai,9,7,0.7778,لسليم	
ai,7,5,0.7143,درويش	
ai,9,7,0.7778,لمحسن	
ai,14,10,0.7143,القماح	
ai,13,11,0.8462,حماد	
ai,8,7,0.875,بحمد	
ai,6,2,0.3333,غادة	
ai,7,5,0.7143,والجوهري	
ai,10,7,0.7,لبكر	
ai,7,5,0.7143,السّالم	
ai,8,6,0.75,وماكس	
ai,8,6,0.75,أوغست	
ai,7,5,0.7143,لنجدة	
ai,7,5,0.7143,جهادهم	
ai,3,3,1.0,الإلياذة	
ai,14,6,0.4286,لنسخ	
ai,10,7,0.7,المتصوِّفة	
ai,12,11,0.9167,عروبة	
ai,12,11,0.9167,فرنسة	
ai,13,10,0.7692,بالأمم	
ai,13,10,0.7692,فرنستها	
ai,17,14,0.8235,بلده	
ai,17,14,0.8235,العروبة	
ai,9,8,0.8889,فرائد	
ai,13,10,0.7692,العوضي	
ai,3,3,1.0,فرساي	
ai,7,6,0.8571,بالتضامن	
ai,8,4,0.5,أثينا	
ai,5,3,0.6,للعملٍ	
ai,12,7,0.5833,لعلاء	
ai,11,7,0.6364,بصحراء	
ai,8,4,0.5,الألبان	
ai,9,7,0.7778,موريس	
ai,6,5,0.8333,وبرج	
ai,14,6,0.4286,عسير	
ai,4,4,1.0,للروحاني	
ai,3,3,1.0,عَلَى	
ai,3,3,1.0,وَالْوَحْدَةِ	
ai,3,3,1.0,لِابْنِ	
ai,9,4,0.4444,والظاهرية	
ai,6,3,0.5,بالعراق	
ai,5,5,1.0,تومي	
ai,4,3,0.75,توتة	
ai,7,4,0.5714,كوثر	
ai,7,4,0.5714,ابراهيم	
ai,5,4,0.8,وأينشتاين	
ai,7,4,0.5714,لكيان	
ai,6,5,0.8333,لإلياذة	
ai,9,8,0.8889,وبأي	
ai,5,3,0.6,ثريًا	
ai,11,9,0.8182,ونبيل	
ai,12,10,0.8333,راشد	
ai,14,8,0.5714,كريات	
ai,10,6,0.6,الكونغ	
ai,12,6,0.5,والكونغ	
ai,15,11,0.7333,لاتحاد	
ai,15,11,0.7333,واتحاد	
ai,6,5,0.8333,لعبدالله	
ai,17,5,0.2941,عزالدين	
ai,5,5,1.0,بالبديع	
ai,9,6,0.6667,لبورغ	
ai,11,6,0.5455,بورغ	
ai,8,5,0.625,بالحسن	
ai,9,5,0.5556,للمماليك	
ai,6,4,0.6667,رونالد	
ai,11,7,0.6364,بالنسخ	
ai,7,6,0.8571,ألفريد	
ai,7,6,0.8571,بهنري	
ai,9,7,0.7778,ستراوس	
ai,9,7,0.7778,وكلود	
ai,5,4,0.8,زين	
ai,9,8,0.8889,وفاطمة	
ai,9,8,0.8889,وزينة	
ai,4,4,1.0,هوبي	
ai,11,9,0.8182,الفاخوري	
ai,7,5,0.7143,رامي	
ai,9,7,0.7778,الأوراس	
ai,9,7,0.7778,وحافظ	
ai,9,6,0.6667,نُسخ	
ai,21,12,0.5714,للإحسان	
ai,13,8,0.6154,للنسخ	
ai,7,5,0.7143,بأبي	
ai,9,6,0.6667,الكوفة	
ai,7,6,0.8571,والكوفي	
ai,5,4,0.8,بستار	
ai,8,6,0.75,اللطيفة	
ai,4,4,1.0,لوليد	
ai,8,5,0.625,لدرويش	
ai,15,11,0.7333,للسلطان	
ai,3,3,1.0,الباري	
ai,4,3,0.75,للبحتري	
ai,14,10,0.7143,روحانيات	
ai,9,7,0.7778,للأقصى	
ai,9,7,0.7778,أيمن	
ai,9,7,0.7778,بالمسجد	
ai,9,7,0.7778,العتوم	
ai,12,10,0.8333,يوليه	
ai,12,10,0.8333,التهويد	
ai,2,2,1.0,للسورة	
ai,12,9,0.75,كآيات	
ai,6,5,0.8333,ولدي	
ai,7,3,0.4286,أحدها	
ai,10,8,0.8,نجمي	
ai,9,9,1.0,نجمى	
ai,4,4,1.0,للمتنبي	
ai,10,7,0.7,برأي	
ai,10,7,0.7,كثريًا	
ai,5,4,0.8,وسواس	
ai,5,4,0.8,بيانا	
